상호명,상권업종중분류명,상권업종소분류명,표준산업분류명,행정동명,위도,경도
애정훠궈,중식,마라탕/훠궈,중식 음식점업,동선동,37.5920162888037,127.017433759553
글로벌지식협력단지편의시설,비알코올 ,카페,커피 전문점,청량리동,37.5950126760061,127.042148504388
오와케이크,기타 간이,빵/도넛,커피 전문점,동선동,37.5926215895144,127.020879490971
메가엠지씨커피성북,비알코올 ,카페,커피 전문점,삼선동,37.5887381373464,127.016548371136
고흥수산,주점,요리 주점,기타 주점업,삼선동,37.5917335242463,127.013780007593
엘리카츠,일식,일식 회/초밥,일식 음식점업,동선동,37.5908137663112,127.019102770846
산적,한식,돼지고기 구이/찜,한식 육류 요리 전문점,안암동,37.5839315758511,127.030220963935
비비큐한성대역점,기타 간이,치킨,치킨 전문점,삼선동,37.5874490315267,127.008933776367
모블러,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5950329209607,127.020462882537
오블롱,비알코올 ,카페,커피 전문점,삼선동,37.5882298811949,127.017189141308
매콤돈가스칡불냉면,한식,백반/한정식,한식 일반 음식점업,용신동,37.574711342535,127.024442375484
횡성한우,한식,소고기 구이/찜,한식 일반 음식점업,보문동,37.5799011098347,127.021147993399
디딤돌,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5885085923164,127.007425099079
카페람람,비알코올 ,카페,커피 전문점,삼선동,37.5887261506417,127.007580731542
보문동치킨,기타 간이,치킨,치킨 전문점,보문동,37.5835406435852,127.021066373387
행복이네,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5856199135942,127.042778388354
오늘도땡큐,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,청량리동,37.5866534679648,127.049139828372
길품에프엔비칠백집서울껍데기,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5893381960794,127.019359921051
카페애일,비알코올 ,카페,커피 전문점,안암동,37.5859646443909,127.029820943464
김사부양꼬치,중식,중국집,중식 음식점업,동선동,37.5908981782557,127.017335226457
까로치아,비알코올 ,카페,커피 전문점,용신동,37.5785596526064,127.027822566198
계백집,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5895885489574,127.010490641455
시와,비알코올 ,카페,커피 전문점,동선동,37.5950277475473,127.016590163851
압구정샌드위치,기타 간이,토스트/샌드위치/샐러드,"피자, 햄버거, 샌드위치 및 유사 음식점업",동선동,37.5913844645677,127.019468952255
보문커피,비알코올 ,카페,커피 전문점,보문동,37.5804508711933,127.022250325424
신설집,한식,백반/한정식,한식 일반 음식점업,용신동,37.5755678174596,127.026684080036
본추추어탕,한식,국/탕/찌개류,한식 일반 음식점업,용신동,37.5782771619352,127.030724519735
밑줄,비알코올 ,카페,커피 전문점,삼선동,37.5895833227185,127.013095025041
커피에반하다돈암점,비알코올 ,카페,커피 전문점,동선동,37.5955808116808,127.022426080538
대한1人1닭,기타 간이,치킨,치킨 전문점,용신동,37.575154396405,127.024629051365
매머드익스프레스용두동점,비알코올 ,카페,커피 전문점,용신동,37.5762817102056,127.037927970087
오페라,비알코올 ,카페,커피 전문점,동선동,37.5910744002223,127.020107127258
만복에프앤비,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5913602556011,127.016559161007
와플앨리,기타 간이,빵/도넛,제과점업,안암동,37.588393940458,127.029393108974
찌개집,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5881652193697,127.008380781538
처갓집양념치킨보문5가점,기타 간이,치킨,치킨 전문점,보문동,37.5814577621467,127.019802952515
수라간,한식,백반/한정식,한식 일반 음식점업,청량리동,37.5837338385093,127.049109032031
지노돈까스,서양식,경양식,한식 일반 음식점업,청량리동,37.5856446898741,127.050307559749
마녀주방,서양식,파스타/스테이크,서양식 음식점업,동선동,37.5925586445663,127.017641776486
치폴레옹고려대점,기타 간이,치킨,서양식 음식점업,안암동,37.5842325010814,127.029560366075
처갓집양념치킨돈암점,기타 간이,치킨,치킨 전문점,동선동,37.596506560072,127.015642120504
파파존스피자돈암점,기타 간이,버거,"피자, 햄버거, 샌드위치 및 유사 음식점업",삼선동,37.588297753567,127.017765717579
피스또,서양식,경양식,서양식 음식점업,동선동,37.5919233094831,127.018171007288
늘꼬마김밥떡볶이,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,종암동,37.6008353075239,127.037951617743
빈이네곱창,한식,곱창 전골/구이,한식 육류 요리 전문점,용신동,37.5756088504517,127.026196742868
쉬리,주점,일반 유흥 주점,일반 유흥 주점업,용신동,37.5748618526491,127.025210232329
페인킬러바,주점,생맥주 전문,생맥주 전문점,동선동,37.5916831288232,127.017460786613
맛나순대국,한식,국/탕/찌개류,한식 일반 음식점업,삼선동,37.5918890196508,127.015136770559
정통집,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5914518051944,127.017814853039
한신포차,주점,요리 주점,한식 육류 요리 전문점,동선동,37.591387514335,127.017668493959
그래해물마을,한식,백반/한정식,한식 일반 음식점업,삼선동,37.5896343552686,127.010580619912
마포주물럭,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5774928239043,127.037278394888
식당'문',한식,돼지고기 구이/찜,한식 육류 요리 전문점,청량리동,37.5880236430842,127.049212981348
줄스시오,일식,일식 회/초밥,일식 음식점업,보문동,37.5828653503536,127.01787106328
코코스,주점,요리 주점,기타 주점업,동선동,37.5917519989685,127.017074884229
야미가,일식,일식 카레/돈가스/덮밥,생맥주 전문점,보문동,37.5828653503536,127.01787106328
나성소주방,주점,요리 주점,기타 주점업,삼선동,37.5912085544657,127.015655288734
지랄닭발,한식,닭/오리고기 구이/찜,한식 일반 음식점업,동선동,37.5954476040076,127.016154326409
이디야동부병원,비알코올 ,카페,커피 전문점,용신동,37.5735028815828,127.030876967947
스펙스커피바,비알코올 ,카페,커피 전문점,삼선동,37.5915023706677,127.015232453059
인생극장쪽갈비,한식,돼지고기 구이/찜,한식 일반 음식점업,종암동,37.5987773565055,127.035305529743
100년설렁탕,한식,국/탕/찌개류,한식 일반 음식점업,동선동,37.5944991616228,127.015872393376
명륜진사갈비구청점,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5736712967265,127.040463432335
상츠마라성,중식,마라탕/훠궈,중식 음식점업,삼선동,37.5893107769405,127.011751179062
아마,동남아시아,베트남식 전문,기타 외국식 음식점업,동선동,37.5921641146461,127.017873432589
푸른바다찜&탕,한식,백반/한정식,한식 일반 음식점업,동선동,37.5913912450872,127.017034335365
용두옥,한식,백반/한정식,한식 일반 음식점업,용신동,37.5710104078501,127.032392226395
재민식당,한식,백반/한정식,한식 일반 음식점업,용신동,37.5744764539698,127.029834155299
오너비,기타 간이,빵/도넛,제과점업,용신동,37.5778046381441,127.025862470585
스위트바이오그릭데이,비알코올 ,카페,기타 비알코올 음료점업,동선동,37.5909028254682,127.018977045538
미운오리,한식,돼지고기 구이/찜,한식 육류 요리 전문점,보문동,37.5859899581654,127.018713171306
국수랑,한식,국수/칼국수,한식 면 요리 전문점,종암동,37.5942762671418,127.034706856611
가부,중식,중국집,중식 음식점업,보문동,37.582272001993,127.021286781731
아리카페,비알코올 ,카페,커피 전문점,안암동,37.5884849860916,127.031701809695
폼드팡베이커리,기타 간이,빵/도넛,제과점업,동선동,37.5923708602009,127.017814097911
얌샘김밥성신여대역점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.5942249664242,127.016487490324
이크이크,비알코올 ,카페,커피 전문점,삼선동,37.5893312930266,127.017446412171
또오래포차치킨호프,주점,요리 주점,기타 주점업,삼선동,37.588744410644,127.016219922087
봉이푸드,한식,백반/한정식,한식 일반 음식점업,종암동,37.5990206676201,127.036412194837
와라와라프루츠,주점,생맥주 전문,생맥주 전문점,동선동,37.5912863373671,127.017420709714
이디야,비알코올 ,카페,커피 전문점,동선동,37.5938041113689,127.017885850563
캔캔컴퍼니,비알코올 ,카페,커피 전문점,종암동,37.6005257092264,127.036449407784
만추먹는집,한식,돼지고기 구이/찜,한식 육류 요리 전문점,용신동,37.5777408245349,127.025772731355
옛날바지락칼국수,한식,국수/칼국수,한식 면 요리 전문점,용신동,37.5754176250214,127.030331388804
인생설렁탕,한식,국/탕/찌개류,한식 일반 음식점업,안암동,37.5851668785046,127.029231207424
지노돈까스홀,서양식,경양식,한식 일반 음식점업,청량리동,37.5852415385162,127.050595743637
민속떡집,기타 간이,떡/한과,떡류 제조업,종암동,37.5998703693535,127.035642482161
호랑이초밥,일식,일식 회/초밥,일식 음식점업,용신동,37.5763199189862,127.023923261116
메가엠지씨커피청량리역점,비알코올 ,카페,커피 전문점,청량리동,37.5820329004573,127.047126673875
더모먼트,기타 간이,빵/도넛,제과점업,삼선동,37.5861348942901,127.00909839365
에스키모,주점,요리 주점,기타 주점업,종암동,37.5914024492672,127.036974686647
키무카츠테이,일식,일식 카레/돈가스/덮밥,서양식 음식점업,용신동,37.5745404145486,127.03875415289
알촌,한식,백반/한정식,한식 일반 음식점업,동선동,37.5909304183514,127.019044623243
장수치악산흑염소,한식,기타 한식 음식점,한식 일반 음식점업,청량리동,37.5863949138046,127.042791109287
썰스티,비알코올 ,카페,커피 전문점,종암동,37.6007663532982,127.032822361424
카페뮬,비알코올 ,카페,커피 전문점,동선동,37.5902591088918,127.018498596835
이모티프커피바,기타 간이,그 외 기타 간이 음식점,간이 음식 포장 판매 전문점,삼선동,37.5903967962568,127.014477040775
치킨앤,주점,요리 주점,기타 주점업,보문동,37.5843665885349,127.019617622455
지코바,기타 간이,치킨,치킨 전문점,용신동,37.5769754492665,127.035711406854
바다수산,한식,횟집,한식 해산물 요리 전문점,삼선동,37.5918890196508,127.015136770559
농촌국수,한식,국수/칼국수,김밥 및 기타 간이 음식점업,종암동,37.5993950884708,127.035920407529
트라타고려대,서양식,경양식,서양식 음식점업,안암동,37.5857187975989,127.030605389294
세진회관,한식,백반/한정식,한식 일반 음식점업,용신동,37.5779351406039,127.028577895564
마산집,한식,백반/한정식,한식 일반 음식점업,용신동,37.5778448136596,127.040670268324
김천재의육회반한연어성신여대,한식,소고기 구이/찜,한식 육류 요리 전문점,동선동,37.5912351080077,127.017761084089
명동칼국수,한식,국수/칼국수,한식 육류 요리 전문점,삼선동,37.5889659583188,127.017938104616
카페바움758,비알코올 ,카페,커피 전문점,청량리동,37.591115426841,127.040454657141
갈마당숯불갈비생고기전문,한식,돼지고기 구이/찜,한식 육류 요리 전문점,종암동,37.5950180630061,127.036169387878
정통녹두빈대떡,한식,전/부침개,한식 일반 음식점업,용신동,37.5731891756418,127.025605616331
신의주찹쌀순대,한식,국/탕/찌개류,한식 일반 음식점업,삼선동,37.5903209645643,127.016187847081
도로시돈암,동남아시아,베트남식 전문,기타 외국식 음식점업,삼선동,37.5911909133242,127.015700814497
천막집,한식,돼지고기 구이/찜,한식 육류 요리 전문점,동선동,37.5890925895868,127.019080067555
성북에서,주점,요리 주점,기타 주점업,삼선동,37.5880095862192,127.008088451818
초재진보,한식,백반/한정식,한식 일반 음식점업,보문동,37.58436772797,127.020840418416
동스꼬치,주점,요리 주점,기타 주점업,안암동,37.5849855052674,127.031282921823
소문난순대국,한식,국/탕/찌개류,한식 일반 음식점업,삼선동,37.5881021221233,127.007305945218
제순제순식당,한식,백반/한정식,한식 일반 음식점업,동선동,37.5918265601204,127.018455364637
이디야커피성신여대역점,비알코올 ,카페,커피 전문점,동선동,37.5939225593375,127.015879986906
대디제이,주점,요리 주점,기타 주점업,안암동,37.5861254187368,127.029649017811
풀핑&참살이,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",용신동,37.5769754492665,127.035711406854
요거트월드,기타 간이,아이스크림/빙수,김밥 및 기타 간이 음식점업,동선동,37.5939649213025,127.019888045548
명보집,한식,돼지고기 구이/찜,한식 육류 요리 전문점,보문동,37.5804265673449,127.021492087511
지금여기동남아,비알코올 ,카페,커피 전문점,종암동,37.591451929608,127.037517572802
매머드익스프레스신설동역점,비알코올 ,카페,커피 전문점,용신동,37.5756739195947,127.025346819663
들숨날숨,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,동선동,37.5903949457278,127.020750136907
딜릴리케이크,기타 간이,빵/도넛,제과점업,보문동,37.5826061903643,127.020297387771
조이드,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",보문동,37.5824806068075,127.019280050185
임창정의소주한잔,주점,요리 주점,기타 주점업,동선동,37.5911756790613,127.017116434067
거산,한식,백반/한정식,한식 일반 음식점업,종암동,37.5921659444027,127.036681760281
카페별채,비알코올 ,카페,커피 전문점,안암동,37.587217610702,127.029883940151
도시피자,기타 간이,피자,"피자, 햄버거, 샌드위치 및 유사 음식점업",안암동,37.5888701914664,127.022683702218
피자쉽,기타 간이,피자,서양식 음식점업,동선동,37.5907767131323,127.020065737124
화덕피자&파스타,서양식,경양식,서양식 음식점업,용신동,37.5766835998958,127.030881030635
프롬하츠커피보문파크뷰자이,비알코올 ,카페,기타 비알코올 음료점업,보문동,37.5828653503536,127.01787106328
